2026-06-28 21:40:03 eval-1        | === RUN   TestSemanticCacheEval
2026-06-28 21:42:17 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:42:17 eval-1        |     eval_test.go:303: FAIL [tc-0183] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:42:17 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:42:17 eval-1        |     eval_test.go:303: FAIL [tc-0184] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:42:17 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:42:18 eval-1        |     eval_test.go:303: FAIL [tc-0185] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:42:18 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:42:19 eval-1        |     eval_test.go:303: FAIL [tc-0186] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:42:19 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:42:19 eval-1        |     eval_test.go:303: FAIL [tc-0187] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:42:19 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:42:19 eval-1        |     eval_test.go:303: FAIL [tc-0188] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:42:19 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:42:20 eval-1        |     eval_test.go:310: PASS [tc-0189] semantic_hit           got=semantic_hit  latency=541ms sim=0.8752
2026-06-28 21:42:21 eval-1        |     eval_test.go:303: FAIL [tc-0190] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:42:21 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:42:21 eval-1        |     eval_test.go:303: FAIL [tc-0191] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:42:21 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:42:22 eval-1        |     eval_test.go:303: FAIL [tc-0192] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:42:22 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:42:23 eval-1        |     eval_test.go:303: FAIL [tc-0193] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:42:23 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:42:23 eval-1        |     eval_test.go:303: FAIL [tc-0194] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:42:23 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:42:24 eval-1        |     eval_test.go:303: FAIL [tc-0195] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:42:24 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:42:24 eval-1        |     eval_test.go:303: FAIL [tc-0196] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:42:24 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:42:25 eval-1        |     eval_test.go:303: FAIL [tc-0197] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:42:25 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:42:27 eval-1        |     eval_test.go:303: FAIL [tc-0198] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:42:27 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:42:27 eval-1        |     eval_test.go:303: FAIL [tc-0199] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:42:27 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:42:28 eval-1        |     eval_test.go:303: FAIL [tc-0200] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:42:28 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:42:28 eval-1        |     eval_test.go:303: FAIL [tc-0201] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:42:28 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:42:29 eval-1        |     eval_test.go:303: FAIL [tc-0202] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:42:29 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:42:29 eval-1        |     eval_test.go:303: FAIL [tc-0203] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:42:29 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:42:30 eval-1        |     eval_test.go:303: FAIL [tc-0204] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:42:30 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:42:30 eval-1        |     eval_test.go:303: FAIL [tc-0205] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:42:30 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:42:31 eval-1        |     eval_test.go:303: FAIL [tc-0206] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:42:31 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:42:32 eval-1        |     eval_test.go:303: FAIL [tc-0207] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:42:32 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:42:32 eval-1        |     eval_test.go:310: PASS [tc-0208] semantic_hit           got=semantic_hit  latency=635ms sim=0.8547
2026-06-28 21:42:33 eval-1        |     eval_test.go:303: FAIL [tc-0209] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:42:33 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:42:33 eval-1        |     eval_test.go:303: FAIL [tc-0210] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:42:33 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:42:34 eval-1        |     eval_test.go:303: FAIL [tc-0211] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:42:34 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:42:35 eval-1        |     eval_test.go:303: FAIL [tc-0212] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:42:35 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:42:35 eval-1        |     eval_test.go:303: FAIL [tc-0213] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:42:35 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:42:36 eval-1        |     eval_test.go:303: FAIL [tc-0214] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:42:36 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:42:37 eval-1        |     eval_test.go:310: PASS [tc-0215] semantic_hit           got=semantic_hit  latency=508ms sim=0.8694
2026-06-28 21:42:37 eval-1        |     eval_test.go:303: FAIL [tc-0216] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:42:37 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:42:38 eval-1        |     eval_test.go:303: FAIL [tc-0217] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:42:38 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:42:38 eval-1        |     eval_test.go:310: PASS [tc-0218] semantic_hit           got=semantic_hit  latency=546ms sim=0.8508
2026-06-28 21:42:39 eval-1        |     eval_test.go:310: PASS [tc-0219] semantic_hit           got=semantic_hit  latency=568ms sim=0.8639
2026-06-28 21:42:39 eval-1        |     eval_test.go:303: FAIL [tc-0220] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:42:39 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:42:40 eval-1        |     eval_test.go:310: PASS [tc-0221] semantic_hit           got=semantic_hit  latency=357ms sim=0.8477
2026-06-28 21:42:40 eval-1        |     eval_test.go:310: PASS [tc-0222] semantic_hit           got=semantic_hit  latency=524ms sim=0.8745
2026-06-28 21:42:41 eval-1        |     eval_test.go:303: FAIL [tc-0223] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:42:41 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:42:42 eval-1        |     eval_test.go:303: FAIL [tc-0224] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:42:42 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:42:42 eval-1        |     eval_test.go:303: FAIL [tc-0225] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:42:42 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:42:43 eval-1        |     eval_test.go:303: FAIL [tc-0226] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:42:43 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:42:44 eval-1        |     eval_test.go:303: FAIL [tc-0227] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:42:44 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:42:44 eval-1        |     eval_test.go:303: FAIL [tc-0228] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:42:44 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:42:45 eval-1        |     eval_test.go:303: FAIL [tc-0229] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:42:45 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:42:45 eval-1        |     eval_test.go:303: FAIL [tc-0230] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:42:45 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:42:46 eval-1        |     eval_test.go:303: FAIL [tc-0231] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:42:46 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:42:46 eval-1        |     eval_test.go:303: FAIL [tc-0232] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:42:46 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:42:47 eval-1        |     eval_test.go:303: FAIL [tc-0233] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:42:47 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:42:48 eval-1        |     eval_test.go:303: FAIL [tc-0234] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:42:48 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:42:48 eval-1        |     eval_test.go:303: FAIL [tc-0235] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:42:48 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:42:49 eval-1        |     eval_test.go:303: FAIL [tc-0236] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:42:49 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:42:49 eval-1        |     eval_test.go:303: FAIL [tc-0237] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:42:49 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:42:50 eval-1        |     eval_test.go:303: FAIL [tc-0238] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:42:50 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:42:51 eval-1        |     eval_test.go:303: FAIL [tc-0239] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:42:51 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:42:51 eval-1        |     eval_test.go:303: FAIL [tc-0240] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:42:51 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:42:52 eval-1        |     eval_test.go:303: FAIL [tc-0241] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
